id,label,comment,subPropertyOf,equivalentProperty,subproperties,domainIncludes,rangeIncludes,inverseOf,supersedes,supersededBy,isPartOf
https://schema.org/containedInPlace,containedInPlace,場所とそれを含むものの間の基本的な包含関係。,,,,https://schema.org/Place,https://schema.org/Place,https://schema.org/containsPlace,https://schema.org/containedIn,,
https://schema.org/containsPlace,containsPlace,場所と、それを含む別の場所との間の基本的な包含関係。,,,,https://schema.org/Place,https://schema.org/Place,https://schema.org/containedInPlace,,,
https://schema.org/containsSeason,containsSeason,メディアシリーズの一部であるシーズン。,https://schema.org/hasPart,,,"https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGameSeries",https://schema.org/CreativeWorkSeason,,https://schema.org/season,,
https://schema.org/contentLocation,contentLocation,コンテンツ内で描写または記述されている場所。例えば、写真や絵画の中の場所。,,,https://schema.org/spatialCoverage,https://schema.org/CreativeWork,https://schema.org/Place,,,,
https://schema.org/contentRating,contentRating,"コンテンツの公式レーティング—例えば、「MPAA PG-13」。",,,,https://schema.org/CreativeWork,"https://schema.org/Rating, https://schema.org/Text",,,,
https://schema.org/contentReferenceTime,contentReferenceTime,イベント内のある特定の瞬間を強調する作品（例：記事、ビデオオブジェクトなど）における、創造的作品によって描写される具体的な時間。,,,,https://schema.org/CreativeWork,https://schema.org/DateTime,,,,
https://schema.org/contentSize,contentSize,ファイルサイズは（メガ/キロ）バイト単位です。,,,,https://schema.org/MediaObject,https://schema.org/Text,,,,
https://schema.org/contentType,contentType,EntryPointレスポンスでサポートされているコンテンツタイプ(タイプ)です。,,,,https://schema.org/EntryPoint,https://schema.org/Text,,,,
https://schema.org/contentUrl,contentUrl,メディアオブジェクトの実際のバイト数。例えば、画像ファイルやビデオファイルなど。,,,,https://schema.org/MediaObject,https://schema.org/URL,,,,
https://schema.org/contraindication,contraindication,この治療法の禁忌。,,,,"https://schema.org/MedicalDevice, https://schema.org/MedicalTherapy","https://schema.org/MedicalContraindication, https://schema.org/Text",,,,
https://schema.org/contributor,contributor,CreativeWorkまたはEventの二次的な貢献者。,,,,"https://schema.org/CreativeWork, https://schema.org/Event","https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/cookTime,cookTime,"実際に料理を作るのにかかる時間、<a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 duration形式</a>で。",https://schema.org/performTime,,,https://schema.org/Recipe,https://schema.org/Duration,,,,
https://schema.org/cookingMethod,cookingMethod,調理方法、例えば、フライ、蒸し、…,,,,https://schema.org/Recipe,https://schema.org/Text,,,,
https://schema.org/copyrightHolder,copyrightHolder,CreativeWorkの法的著作権を保有するパーティー。,,,,https://schema.org/CreativeWork,"https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/copyrightNotice,copyrightNotice,この創作物に関する著作権についてのお知らせです。この作品の著作権者は、[著作権者名]です。,,,,https://schema.org/CreativeWork,https://schema.org/Text,,,,
https://schema.org/copyrightYear,copyrightYear,CreativeWorkに対して主張された著作権が最初に主張された年。,,,,https://schema.org/CreativeWork,https://schema.org/Number,,,,
https://schema.org/correction,correction,"<a class=""localLink"" href=""https://schema.org/CreativeWork"">CreativeWork</a>に対する修正を示します。<a class=""localLink"" href=""https://schema.org/CorrectionComment"">CorrectionComment</a>、テキスト、または別のドキュメントを通じて行われます。",,,,https://schema.org/CreativeWork,"https://schema.org/CorrectionComment, https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/correctionsPolicy,correctionsPolicy,"<a class=""localLink"" href=""https://schema.org/Organization"">Organization</a>（例：<a class=""localLink"" href=""https://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>）向けの、誤りに対する開示および修正方針を記述した声明。",https://schema.org/publishingPrinciples,,,"https://schema.org/NewsMediaOrganization, https://schema.org/Organization","https://schema.org/CreativeWork, https://schema.org/URL",,,,
https://schema.org/costCategory,costCategory,コストのカテゴリ、例えば卸売、小売、償還上限など。,,,,https://schema.org/DrugCost,https://schema.org/DrugCostCategory,,,,
https://schema.org/costCurrency,costCurrency,薬のコストの通貨（3文字）。参照：http://en.wikipedia.org/wiki/ISO_4217。,,,,https://schema.org/DrugCost,https://schema.org/Text,,,,
https://schema.org/costOrigin,costOrigin,"コストデータの出所を把握するための追加詳細。例えば、「Medicare Part B」。",,,,https://schema.org/DrugCost,https://schema.org/Text,,,,
https://schema.org/costPerUnit,costPerUnit,薬1単位あたりの費用。,,,,https://schema.org/DrugCost,"https://schema.org/Number, https://schema.org/QualitativeValue, https://schema.org/Text",,,,
https://schema.org/countriesNotSupported,countriesNotSupported,"アプリケーションがサポートされていない国。2文字のISO 3166-1 alpha-2 国コードも提供できます。",,,,https://schema.org/SoftwareApplication,https://schema.org/Text,,,,
https://schema.org/countriesSupported,countriesSupported,"アプリケーションがサポートされている国。2文字のISO 3166-1 alpha-2 国コードも提供できます。",,,,https://schema.org/SoftwareApplication,https://schema.org/Text,,,,
https://schema.org/countryOfOrigin,countryOfOrigin,映画または番組の制作会社または個人の主要な事務所の所在地国。,,,,"https://schema.org/Movie, https://schema.org/TVEpisode, https://schema.org/TVSeason, https://schema.org/TVSeries",https://schema.org/Country,,,,
https://schema.org/course,course,locationのサブプロパティ。このアクションが行われたコース。,https://schema.org/location,,,https://schema.org/ExerciseAction,https://schema.org/Place,,,https://schema.org/exerciseCourse,
https://schema.org/courseCode,courseCode,"コース<a class=""localLink"" href=""https://schema.org/Course"">Course</a>を識別する識別子で、コース<a class=""localLink"" href=""https://schema.org/provider"">provider</a>によって使用されます（例：CS101または6.001）。",,,,https://schema.org/Course,https://schema.org/Text,,,,
https://schema.org/courseMode,courseMode,"コースインスタンスの配信媒体または手段、または学習モード（テキストラベル（例：「online」、「onsite」、または「blended」、「synchronous」、または「asynchronous」、「full-time」、または「part-time」）として、または制御語彙の用語へのURL参照として（例：https://ceds.ed.gov/element/001311#Asynchronous ））。",,,,https://schema.org/CourseInstance,"https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/coursePrerequisites,coursePrerequisites,"コース受講の要件。別の<a class=""localLink"" href=""https://schema.org/Course"">Course</a>の修了、または「担当教員の許可」のようなテキストによる記述である場合があります。要件は、<a class=""localLink"" href=""https://schema.org/AlignmentObject"">AlignmentObject</a>を用いて参照される前提条件の能力である場合があります。",,,,https://schema.org/Course,"https://schema.org/AlignmentObject, https://schema.org/Course, https://schema.org/Text",,,,
https://schema.org/courseWorkload,courseWorkload,学生に求められる学習量は、しばしば週ごとまたは月ごとの数値で示され、種類別に分類されることがあります。例えば、「週に2時間の講義、1時間の実験、3時間の自主学習」などです。,,,,https://schema.org/CourseInstance,https://schema.org/Text,,,,
https://schema.org/coverageEndTime,coverageEndTime,イベントのライブブログの終了予定時刻。イベント終了後も報道が続く場合があります。,,,,https://schema.org/LiveBlogPosting,https://schema.org/DateTime,,,,
https://schema.org/coverageStartTime,coverageStartTime,"イベントのライブブログを開始する時間です。ただし、イベントの開始時間よりも前にカバレッジが開始される場合があります。LiveBlogPosting は、カバレッジが始まる前にも作成される場合があります。",,,,https://schema.org/LiveBlogPosting,https://schema.org/DateTime,,,,
https://schema.org/creativeWorkStatus,creativeWorkStatus,クリエイティブ作品のライフサイクルにおける段階に関するステータス。例としては、Incomplete、Draft、Published、Obsoleteなどがあります。一部の組織は、出版ライフサイクルの段階に対する用語のセットを定義しています。,,,,https://schema.org/CreativeWork,"https://schema.org/DefinedTerm, https://schema.org/Text",,,,
https://schema.org/creator,creator,このCreativeWorkの作成者/著者。これは、CreativeWorkのAuthorプロパティと同じです。,,,https://schema.org/legislationPassedBy,"https://schema.org/CreativeWork, https://schema.org/UserComments","https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/credentialCategory,credentialCategory,説明されている資格の種類またはタイプ。例えば、「degree」、「certificate」、「badge」、またはより具体的な用語。,,,,https://schema.org/EducationalOccupationalCredential,"https://schema.org/DefinedTerm, https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/creditText,creditText,公開されたクリエイティブワークに関連する人物および/または組織をクレジットするために使用できるテキスト。,,,,https://schema.org/CreativeWork,https://schema.org/Text,,,,
https://schema.org/creditedTo,creditedTo,"リリースがクレジットされているグループで、byArtistと異なる場合に使用します。例えば、Red and Blueは「Stefani Germanotta Band」にクレジットされていますが、by Lady Gagaです。",,,,https://schema.org/MusicRelease,"https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/cssSelector,cssSelector,"CSSセレクター。例えば、<a class=""localLink"" href=""https://schema.org/SpeakableSpecification"">SpeakableSpecification</a>または<a class=""localLink"" href=""https://schema.org/WebPageElement"">WebPageElement</a>のものです。後者の場合、ページ内の複数のマッチは、単一の概念的な「Webページ要素」を構成することがあります。",,,,"https://schema.org/SpeakableSpecification, https://schema.org/WebPageElement",https://schema.org/CssSelectorType,,,,
https://schema.org/currenciesAccepted,currenciesAccepted,"受け入れられる通貨。<br/><br/>

標準形式を使用してください：<a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217通貨形式</a> 例: ""USD""; <a href=""https://en.wikipedia.org/wiki/List_of_cryptocurrencies"">ティッカーシンボル</a> 仮想通貨の場合、例: ""BTC""; <a href=""https://en.wikipedia.org/wiki/Local_exchange_trading_system"">地域通貨システム</a> (LETS) およびその他の通貨タイプの場合は、よく知られている名称を使用してください。例: ""Ithaca HOUR""。",,,,https://schema.org/LocalBusiness,https://schema.org/Text,,,,
https://schema.org/currency,currency,"金額が表される通貨。<br/><br/>

標準形式を使用します：<a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217通貨形式</a> 例：""USD""；<a href=""https://en.wikipedia.org/wiki/List_of_cryptocurrencies"">ティッカーシンボル</a> 仮想通貨の場合、例：""BTC""；<a href=""https://en.wikipedia.org/wiki/Local_exchange_trading_system"">地域通貨システム</a> (LETS) およびその他の通貨タイプ（例：""Ithaca HOUR""）。",,,,"https://schema.org/DatedMoneySpecification, https://schema.org/ExchangeRateSpecification, https://schema.org/LoanOrCredit, https://schema.org/MonetaryAmount, https://schema.org/MonetaryAmountDistribution",https://schema.org/Text,,,,
https://schema.org/currentExchangeRate,currentExchangeRate,通貨の現在の価格。,,,,https://schema.org/ExchangeRateSpecification,https://schema.org/UnitPriceSpecification,,,,
https://schema.org/customer,customer,注文または請求書を支払う当事者。,,,,"https://schema.org/Invoice, https://schema.org/Order","https://schema.org/Organization, https://schema.org/Person",,,,
https://schema.org/cutoffTime,cutoffTime,"注文の締め切り時間は、加盟店がその日に受け付けた注文をそれ以降処理しなくなる時間を記述するものです。締め切り時間後に処理された注文の場合、配達時間の見積もりに1日追加されます。このプロパティは、通常、<a class=""localLink"" href=""https://schema.org/ShippingRateSettings"">ShippingRateSettings</a> パブリケーションパターンを介して使用されることが予想されます。時間はISO-8601時間形式で示されます。例えば、""23:30:00-05:00""は、協定世界時（UTC）より5時間遅い東部標準時（EST）の午後6時30分を表します。",,,,https://schema.org/ShippingDeliveryTime,https://schema.org/Time,,,,
https://schema.org/cvdCollectionDate,cvdCollectionDate,"collectiondate - 患者数集計日。",,,,https://schema.org/CDCPMDRecord,"https://schema.org/DateTime, https://schema.org/Text",,,,
https://schema.org/cvdFacilityCounty,cvdFacilityCounty,"NHSN施設のデータレコードが適用される郡の名前。施設を特定するには<a class=""localLink"" href=""https://schema.org/cvdFacilityId"">cvdFacilityId</a>を使用してください。他の詳細を提供するには、<a class=""localLink"" href=""https://schema.org/Hospital"">Hospital</a>エントリで<a class=""localLink"" href=""https://schema.org/healthcareReportingData"">healthcareReportingData</a>を使用できます。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Text,,,,
https://schema.org/cvdFacilityId,cvdFacilityId,"このデータレコードが適用されるNHSN施設の識別子です。郡を示すには<a class=""localLink"" href=""https://schema.org/cvdFacilityCounty"">cvdFacilityCounty</a>を使用してください。その他の詳細を提供するには、<a class=""localLink"" href=""https://schema.org/Hospital"">Hospital</a>エントリで<a class=""localLink"" href=""https://schema.org/healthcareReportingData"">healthcareReportingData</a>を使用できます。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Text,,,,
https://schema.org/cvdNumBeds,cvdNumBeds,"numbeds - 入院ベッド：すべての常勤、許可、および緊急時（サージ）に使用される入院患者用のベッドを含む入院ベッド。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumBedsOcc,cvdNumBedsOcc,"numbedsocc - 入院ベッド稼働率：稼働中の入院ベッドの総数。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumC19Died,cvdNumC19Died,"numc19died - DEATHS: 病院、救急部門、または一時的な収容場所で死亡した、新型コロナウイルス感染症が疑われるか確認された患者。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumC19HOPats,cvdNumC19HOPats,"numc19hopats - 入院発症：NHSN 入院ケア施設に入院し、入院後14日以上経過後に疑いまたは確認されたCOVID-19の発症患者。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumC19HospPats,cvdNumC19HospPats,"numc19hosppats - 入院患者: 入院治療を受けており、COVID-19の疑いまたは確認が取れている患者。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumC19MechVentPats,cvdNumC19MechVentPats,"numc19mechventpats - 入院および人工呼吸器装着：NHSNの入院ケア施設に入院し、COVID-19が疑われるか確認された患者で、人工呼吸器を使用している患者。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumC19OFMechVentPats,cvdNumC19OFMechVentPats,"numc19ofmechventpats - ED/OVERFLOWおよびVENTILATED：入院ベッドを待機しているEDまたはオーバーフロー場所にいる、または人工呼吸器を使用している、新型コロナウイルス感染症が疑われるまたは確認された患者。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumC19OverflowPats,cvdNumC19OverflowPats,"numc19overflowpats - ED/OVERFLOW: COVID-19が疑われるか確認された患者で、EDまたは任意のオーバーフロー場所で入院ベッドを待っている患者。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumICUBeds,cvdNumICUBeds,"numicubeds - ICU BEDS: 入院集中治療室（ICU）のスタッフ配置ベッドの総数。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumICUBedsOcc,cvdNumICUBedsOcc,"numicubedsocc - ICU BED OCCUPANCY: 入院中のスタッフ配置されたICUベッドの総占有数。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumTotBeds,cvdNumTotBeds,"numtotbeds - 全ての病院ベッド：全ての入院および外来ベッドの合計数。スタッフ付き、ICU、許可、および入院または外来患者に使用される増設（サージ）ベッドを含む。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumVent,cvdNumVent,"numvent - 機械換気器：利用可能な換気器の総数。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/cvdNumVentUse,cvdNumVentUse,"numventuse - 機械換気器使用台数: 使用中の換気器の総数。",,,,https://schema.org/CDCPMDRecord,https://schema.org/Number,,,,
https://schema.org/dataFeedElement,dataFeedElement,データフィード内の項目。データフィードには多くの要素が含まれる場合があります。,,,,https://schema.org/DataFeed,"https://schema.org/DataFeedItem, https://schema.org/Text, https://schema.org/Thing",,,,
https://schema.org/dataset,dataset,このカタログに含まれるデータセット。,,,,https://schema.org/DataCatalog,https://schema.org/Dataset,https://schema.org/includedInDataCatalog,,,
https://schema.org/datasetTimeInterval,datasetTimeInterval,"データセットの有効期間の範囲、例えば2011年の国勢調査データセットの場合、年2011（ISO 8601時間間隔形式）。",,,,https://schema.org/Dataset,https://schema.org/DateTime,,,https://schema.org/temporalCoverage,
https://schema.org/dateCreated,dateCreated,"CreativeWork が作成された、またはアイテムが DataFeed に追加された日付。",,,https://schema.org/legislationDate,"https://schema.org/CreativeWork, https://schema.org/DataFeedItem","https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/dateDeleted,dateDeleted,DataFeedからアイテムが削除された日時。,,,,https://schema.org/DataFeedItem,"https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/dateIssued,dateIssued,チケットの発行日。,,,,https://schema.org/Ticket,"https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/dateModified,dateModified,"CreativeWork が最後に修正された日付、または DataFeed 内のエントリが最後に修正された日付。",,,,"https://schema.org/CreativeWork, https://schema.org/DataFeedItem","https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/datePosted,datePosted,オンラインリストの公開日。,,,,"https://schema.org/CDCPMDRecord, https://schema.org/JobPosting, https://schema.org/RealEstateListing, https://schema.org/SpecialAnnouncement","https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/datePublished,datePublished,最初の放送/出版日。,,,,https://schema.org/CreativeWork,"https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/dateRead,dateRead,受信者が単一の場合、受信者がメッセージを読み取った日時。,,,,https://schema.org/Message,"https://schema.org/Date, https://schema.org/DateTime",,,,
https://schema.org/dateReceived,dateReceived,単一の受信者が存在する場合のメッセージ受信日時。,,,,https://schema.org/Message,https://schema.org/DateTime,,,,
https://schema.org/dateSent,dateSent,メッセージが送信された日時。,,,,https://schema.org/Message,https://schema.org/DateTime,,,,
https://schema.org/dateVehicleFirstRegistered,dateVehicleFirstRegistered,車両の最初の登録日を、それぞれの公的機関において。,,,,https://schema.org/Vehicle,https://schema.org/Date,,,,
https://schema.org/dateline,dateline,"<a href=""https://en.wikipedia.org/wiki/Dateline"">配信日時</a>は、ニュース記事に含まれる、記事が書かれたまたは送られた場所と時間を記述する短いテキストですが、日付はしばしば省略されます。場所名のみが記載されることもあります。<br/><br/>

配信日時に関連する情報の構造化された表現は、<a class=""localLink"" href=""https://schema.org/locationCreated"">locationCreated</a>（作品が作成された場所、例えばニュースレポートが書かれた場所）を使用して、より明示的に表現することもできます。コンテンツ内で描かれたまたは記述された場所については、<a class=""localLink"" href=""https://schema.org/contentLocation"">contentLocation</a>を使用してください。<br/><br/>

配信日時の要約は、自動処理よりも人間の読者向けであり、大きく異なる場合があります。例：「ベイルート、レバノン、6月2日」、「パリ、フランス」、「2017年12月19日 11:43AM ワシントンからの報告」、「北京/モスクワ」、「ケソンシティ、フィリピン」。",,,,https://schema.org/NewsArticle,https://schema.org/Text,,,,
https://schema.org/dayOfWeek,dayOfWeek,これらの営業時間が有効な曜日。,,,,"https://schema.org/EducationalOccupationalProgram, https://schema.org/OpeningHoursSpecification",https://schema.org/DayOfWeek,,,,
https://schema.org/deathDate,deathDate,死亡日。,,,,https://schema.org/Person,https://schema.org/Date,,,,
https://schema.org/deathPlace,deathPlace,人が亡くなった場所。,,,,https://schema.org/Person,https://schema.org/Place,,,,
https://schema.org/defaultValue,defaultValue,入力のデフォルト値です。リテラルを期待するプロパティの場合は、デフォルトはリテラル値となり、オブジェクトを期待するプロパティの場合は、現在の値のいずれかへのID参照となります。,,,,https://schema.org/PropertyValueSpecification,"https://schema.org/Text, https://schema.org/Thing",,,,
https://schema.org/deliveryAddress,deliveryAddress,宛先住所。,,,,https://schema.org/ParcelDelivery,https://schema.org/PostalAddress,,,,
https://schema.org/deliveryLeadTime,deliveryLeadTime,注文受領から、商品が倉庫から発送されるか、あるいは配送方法が現地受け取りの場合には準備が完了するまでの典型的な遅延。,,,,"https://schema.org/Demand, https://schema.org/Offer",https://schema.org/QuantitativeValue,,,,
https://schema.org/deliveryMethod,deliveryMethod,"instrument のサブプロパティ。配信方法。",https://schema.org/instrument,,,"https://schema.org/OrderAction, https://schema.org/ReceiveAction, https://schema.org/SendAction, https://schema.org/TrackAction",https://schema.org/DeliveryMethod,,,,
https://schema.org/deliveryStatus,deliveryStatus,パッケージが各配送区間を通過するたびに、新しいエントリが追加されます（発送から最終配達まで）。,,,,https://schema.org/ParcelDelivery,https://schema.org/DeliveryEvent,,,,
https://schema.org/deliveryTime,deliveryTime,注文受領から商品が最終顧客に届くまでにかかる総遅延時間。,,,,"https://schema.org/DeliveryTimeSettings, https://schema.org/OfferShippingDetails",https://schema.org/ShippingDeliveryTime,,,,
https://schema.org/department,department,組織と、その組織の部門との関係性。異なるURL、ロゴ、営業時間などを許可する組織としても記述されます。例えば、薬局を併設した店舗、またはカフェを併設したパン屋などです。,,,,https://schema.org/Organization,https://schema.org/Organization,,,,
https://schema.org/departureAirport,departureAirport,フライトが出発する空港。,,,,https://schema.org/Flight,https://schema.org/Airport,,,,
https://schema.org/departureBoatTerminal,departureBoatTerminal,ボートが出発するターミナルまたは港。,,,,https://schema.org/BoatTrip,https://schema.org/BoatTerminal,,,,
https://schema.org/departureBusStop,departureBusStop,バスが出発する停留所または駅。,,,,https://schema.org/BusTrip,"https://schema.org/BusStation, https://schema.org/BusStop",,,,
https://schema.org/departureGate,departureGate,フライトの出発ゲートの識別子。,,,,https://schema.org/Flight,https://schema.org/Text,,,,
https://schema.org/departurePlatform,departurePlatform,電車が出発するプラットフォーム。,,,,https://schema.org/TrainTrip,https://schema.org/Text,,,,
https://schema.org/departureStation,departureStation,電車が出発する駅。,,,,https://schema.org/TrainTrip,https://schema.org/TrainStation,,,,
https://schema.org/departureTerminal,departureTerminal,フライトの出発ターミナルの識別子。,,,,https://schema.org/Flight,https://schema.org/Text,,,,
https://schema.org/departureTime,departureTime,予定された出発時刻。,,,,https://schema.org/Trip,"https://schema.org/DateTime, https://schema.org/Time",,,,
https://schema.org/dependencies,dependencies,記事のステップを完了するために必要な前提条件。,,,,https://schema.org/TechArticle,https://schema.org/Text,,,,
https://schema.org/depth,depth,アイテムの深さ。,,,,"https://schema.org/Product, https://schema.org/VisualArtwork","https://schema.org/Distance, https://schema.org/QuantitativeValue",,,,
https://schema.org/description,description,商品の説明。,,http://purl.org/dc/terms/description,https://schema.org/disambiguatingDescription,https://schema.org/Thing,https://schema.org/Text,,,,
https://schema.org/device,device,アプリケーションを実行するために必要なデバイス。特定のメーカー/モデルが必要な場合に利用されます。,,,,https://schema.org/SoftwareApplication,https://schema.org/Text,,,https://schema.org/availableOnDevice,
https://schema.org/diagnosis,diagnosis,鑑別診断プロセスにおいて考慮された、1つまたは複数の代替条件であり、診断プロセスの出力。,,,,"https://schema.org/DDxElement, https://schema.org/Patient",https://schema.org/MedicalCondition,,,,
https://schema.org/diagram,diagram,構造および/またはその構成要素のサブ構造、および/または他の構造との接続を説明する図を含む画像。,,,,https://schema.org/AnatomicalStructure,https://schema.org/ImageObject,,,,
https://schema.org/diet,diet,instrumentのサブプロパティ。このアクションで使用されたdiet。,https://schema.org/instrument,,,https://schema.org/ExerciseAction,https://schema.org/Diet,,,,
https://schema.org/dietFeatures,dietFeatures,食事プランに特化した栄養情報。避けるべき食品、摂取すべき食品、およびUSDAまたはその他の規制機関が承認した食事ガイドラインからの特定の変更/逸脱に関する食事推奨事項が含まれる場合があります。,,,,https://schema.org/Diet,https://schema.org/Text,,,,
https://schema.org/differentialDiagnosis,differentialDiagnosis,その状態に対する鑑別診断の一つ。具体的には、この疾患が類似した徴候および症状群を引き起こす他の疾患と区別される際に、通常、認知プロセスの後半で考慮される、密接に関連する、または競合する診断。これにより、患者において最も簡潔な診断または診断に到達する。,,,,https://schema.org/MedicalCondition,https://schema.org/DDxElement,,,,
https://schema.org/director,director,テレビ、ラジオ、映画、ビデオゲームなどのコンテンツ、またはイベントのディレクター。ディレクターは、個々のアイテム、またはシリーズ、エピソード、クリップに関連付けられることがあります。,,,,"https://schema.org/Clip, https://schema.org/CreativeWorkSeason, https://schema.org/Episode, https://schema.org/Event, https://schema.org/Movie, https://schema.org/MovieSeries, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGame, https://schema.org/VideoGameSeries, https://schema.org/VideoObject",https://schema.org/Person,,https://schema.org/directors,,
https://schema.org/directors,directors,テレビ、ラジオ、映画、ビデオゲームなどのコンテンツのディレクター。ディレクターは、個々のアイテム、またはシリーズ、エピソード、クリップに関連付けられることがあります。,,,,"https://schema.org/Clip, https://schema.org/Episode, https://schema.org/Movie, https://schema.org/MovieSeries, https://schema.org/RadioSeries, https://schema.org/TVSeries, https://schema.org/VideoGame, https://schema.org/VideoGameSeries, https://schema.org/VideoObject",https://schema.org/Person,,,https://schema.org/director,
https://schema.org/disambiguatingDescription,disambiguatingDescription,説明のサブプロパティ。他の類似する項目と区別するために使用される項目の簡単な説明です。説明が区別に役立つためには、他のプロパティ（特に、name）からの情報が必要となる場合があります。,https://schema.org/description,,,https://schema.org/Thing,https://schema.org/Text,,,,
https://schema.org/discount,discount,"注文に適用された割引額（Any discount applied (to an Order)）。",,,,https://schema.org/Order,"https://schema.org/Number, https://schema.org/Text",,,,
https://schema.org/discountCode,discountCode,割引を適用するためのコード。,,,,https://schema.org/Order,https://schema.org/Text,,,,
https://schema.org/discountCurrency,discountCurrency,"割引の通貨。<br/><br/>

標準形式を使用してください：<a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217 通貨形式</a> 例: ""USD""; <a href=""https://en.wikipedia.org/wiki/List_of_cryptocurrencies"">ティッカーシンボル</a> 仮想通貨の場合、例: ""BTC""; <a href=""https://en.wikipedia.org/wiki/Local_exchange_trading_system"">地域通貨システム</a> (LETS) およびその他の通貨タイプについては、例: ""Ithaca HOUR""。",,,,https://schema.org/Order,https://schema.org/Text,,,,
https://schema.org/discusses,discusses,UserCommentに関連付けられたCreativeWorkを指定します。,,,,https://schema.org/UserComments,https://schema.org/CreativeWork,,,,
https://schema.org/discussionUrl,discussionUrl,CreativeWorkのコメントを含むページへのリンク。,,,,https://schema.org/CreativeWork,https://schema.org/URL,,,,
https://schema.org/diseasePreventionInfo,diseasePreventionInfo,病気予防に関する情報。,,,,https://schema.org/SpecialAnnouncement,"https://schema.org/URL, https://schema.org/WebContent",,,,
https://schema.org/diseaseSpreadStatistics,diseaseSpreadStatistics,"疾病の広がりに関する統計情報で、<a class=""localLink"" href=""https://schema.org/WebContent"">WebContent</a> として、または
<a class=""localLink"" href=""https://schema.org/Dataset"">Dataset</a> として直接記述されるもの、またはデータセット内の特定の <a class=""localLink"" href=""https://schema.org/Observation"">Observation</a> です。<a class=""localLink"" href=""https://schema.org/WebContent"">WebContent</a> URL が
提供された場合、示されたページには、そのようなマークアップがさらに含まれている可能性があります。",,,,https://schema.org/SpecialAnnouncement,"https://schema.org/Dataset, https://schema.org/Observation, https://schema.org/URL, https://schema.org/WebContent",,,,
https://schema.org/dissolutionDate,dissolutionDate,この組織が解散した日付。,,,,https://schema.org/Organization,https://schema.org/Date,,,,
https://schema.org/distance,distance,移動距離、例えば運動や旅行など。,,,,"https://schema.org/ExerciseAction, https://schema.org/TravelAction",https://schema.org/Distance,,,,
https://schema.org/distinguishingSign,distinguishingSign,鑑別診断において、この診断を他のものと区別するために使用できる兆候および症状の1つ。,,,,https://schema.org/DDxElement,https://schema.org/MedicalSignOrSymptom,,,,
https://schema.org/distribution,distribution,このデータセットのダウンロード可能な形式は、特定の場所の特定の形式です。,,,,https://schema.org/Dataset,https://schema.org/DataDownload,,,,
https://schema.org/diversityPolicy,diversityPolicy,"<a class=""localLink"" href=""https://schema.org/Organization"">Organization</a>（例：<a class=""localLink"" href=""https://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>）による多様性方針に関する声明。<a class=""localLink"" href=""https://schema.org/NewsMediaOrganization"">NewsMediaOrganization</a>の場合、人員構成と情報源の両方におけるニュースルームの多様性方針を説明する声明であり、通常は人員構成データを提供します。",,,,"https://schema.org/NewsMediaOrganization, https://schema.org/Organization","https://schema.org/CreativeWork, https://schema.org/URL",,,,
